№ Образца,Адсорбент,"Tрег, ᵒС","W0, см3/г","E0, кДж/моль","х0, нм","а0, ммоль/г","E, кДж/моль","SБЭТ, м2/г","Ws, см3/г","Sme, м2/г","Wme, см3/г",Металл,Лиганд,Растворитель,"m (соли), г","m(кис-ты), г","Т.син., °С","Т суш., °С","Vсин. (р-ля), мл",Mix_solv_ratio,carboxyl_groups (ligand),aromatic_rings (ligand),amino_groups (ligand),carbon_atoms (ligand),oxygen_atoms (ligand),nitrogen_atoms (ligand),molecular_weight (ligand),logP (ligand),TPSA (ligand),h_bond_acceptors (ligand),h_bond_donors (ligand),Молярка_соли,Молярка_кислоты,n_соли,n_кислоты,n_ratio,Vsyn_m,Total molecular weight (metal),Average ionic radius (metal),Average electronegativity (metal),Solvent_MolWt,Solvent_LogP,Solvent_NumHDonors,Solvent_NumHAcceptors,Adsorption_Potential,Capacity_Density,SurfaceArea_MicroVol_Ratio,Adsorption_Energy_Ratio,S_BET_E,x0_W0,K_equilibrium,Delta_G,B_micropore
112,MOF#112,130,0.65671956,13.6969696969697,0.8761061946902656,18.93,4.52,1710.8,1.13671956,136.4,0.48,Fe,BDC,ДМФА,0.8085,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020012376237623,0.0030365853658536,0.659041891996304,29.684601076456897,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,5.137972411199999,0.0110649988309498,2605.06935014229,0.3299999999759069,7732.815999999999,0.5753560746902655,6.193181418535818,-4.520000000400249,1.7944486978620175e-05
112,MOF-112,200,0.365410836,14.8969696969697,0.80553295362083,10.533,4.916,958.736,0.567410836,37.06,0.202,Fe,BDC,ДМФА,0.8085,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020012376237623,0.0030365853658536,0.659041891996304,29.684601076456897,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.789391669776,0.0109863403481135,2623.7207628300303,0.3299999999778478,4713.146176,0.2943504700081367,7.265974357798589,-4.916000000341154,1.5169950645540555e-05
114,MOF#114,130,0.7895899200000001,13.78787878787879,0.8703296703296703,22.76,4.55,1978.5,1.24958992,124.1,0.46,Fe,BDC,ДМФА,0.808,0.498,130,140,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.002,0.0030365853658536,0.6586343212529545,29.7029702602686,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,5.685634136,0.0115036643922105,2505.731073028729,0.3299999999760658,9002.175,0.6872035347692308,6.268590023401759,-4.550000000395435,1.7708636481970905e-05
115,MOF#115,130,0.2029482,17.78787878787879,0.6746166950596252,5.85,5.87,483.7,0.6629482,149.8,0.46,Fe,BDC,ДМФА,0.809,0.499,130,140,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020024752475247,0.0030426829268292,0.6581279211644897,29.66625459868201,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.891505934,0.0120942733098778,2383.366778402732,0.329999999981448,2839.319,0.1369122439522998,10.676692375987452,-5.870000000232172,1.0639757110130018e-05
116,MOF#116,140,0.47944344,15.27272727272727,0.7857142857142858,13.82,5.04,1148.0,1.01944344,89.9,0.54,Fe,BDC,ДМФА,0.808,0.498,140,140,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.002,0.0030365853658536,0.6586343212529545,29.7029702602686,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,5.1379949376,0.0120383275261219,2394.44301835803,0.3299999999783929,5785.92,0.37670556,7.638690779359038,-5.0400000003245085,1.44326753735205e-05
117,MOF#117,140,0.27267912,17.27272727272727,0.6947368421052631,7.86,5.7,638.3,0.40267912,70.7,0.13,Fe,BDC,ДМФА,0.808,0.498,140,140,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.002,0.0030365853658536,0.6586343212529545,29.7029702602686,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.295270984,0.0123139589534508,2340.8466246302733,0.3299999999808948,3638.31,0.189440230736842,9.969017561534583,-5.700000000248652,1.1283873400062645e-05
118,MOF#118,140,0.27129144,16.06060606060606,0.7471698113207548,7.82,5.3,669.3,0.89129144,160.0,0.6200000000000001,Fe,BDC,ДМФА,0.808,0.499,140,140,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.002,0.0030426829268292,0.6573144132273271,29.7029702602686,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,4.7238446320000005,0.0116838487972334,2467.088521233517,0.3299999999794528,3547.2899999999995,0.2027007740377358,8.483430252980941,-5.300000000292195,1.305137225945267e-05
119,MOF#119,140,0.2497824,16.12121212121212,0.7443609022556391,7.2,5.32,567.6,0.3097824,16.5,0.06,Fe,BDC,ДМФА,0.807,0.499,140,140,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0019975247524752,0.0030426829268292,0.6565009052901646,29.7397769148206,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,1.6480423680000005,0.0126849894291531,2272.3778686073247,0.3299999999795301,3019.632,0.1859282526315789,8.552154478627065,-5.320000000289848,1.2953426097010365e-05
121,MOF#121,140,0.24006864,17.54545454545454,0.683937823834197,6.92,5.79,567.3,0.43006864,83.1,0.19,Fe,BDC,ДМФА,0.808,0.498,140,140,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.002,0.0030365853658536,0.6586343212529545,29.7029702602686,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.4900974256,0.0121981315000666,2363.0741509466866,0.3299999999811918,3284.667,0.1641920232124352,10.337619817034222,-5.790000000239787,1.0935805786524835e-05
122,MOF#122,140,0.30841188,16.81818181818182,0.7135135135135136,8.89,5.55,699.7,0.4084118800000001,48.6,0.1000000000000001,Fe,BDC,ДМФА,0.808,0.498,140,140,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.002,0.0030365853658536,0.6586343212529545,29.7029702602686,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.2666859340000007,0.0127054451907778,2268.7193428841992,0.3299999999803783,3883.335,0.2200560441081081,9.38365507910408,-5.550000000264164,1.1902054923075455e-05
123,MOF#123,140,0.18178608,16.87878787878788,0.7109515260323159,5.24,5.57,416.9,0.27178608,50.1,0.09,Fe,BDC,ДМФА,0.8087,0.499,140,140,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020017326732673,0.0030426829268292,0.6578838687833409,29.67725976298101,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,1.5138484656,0.0125689613815961,2293.354902128068,0.3299999999804488,2322.133,0.1292410909874326,9.459672021521348,-5.5700000002620405,1.1816735807948849e-05
124,MOF#124,140,0.28308672,16.21212121212121,0.7401869158878506,8.16,5.35,674.7,0.4530867200000001,98.7,0.1700000000000001,Fe,BDC,ДМФА,0.8089,0.499,140,140,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020022277227722,0.0030426829268292,0.6580465703707733,29.6699220797751,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.4240139520000006,0.0120942641173675,2383.368593258742,0.3299999999796448,3609.645,0.2095370862056075,8.656286102464387,-5.350000000286361,1.2808561333497312e-05
125,MOF#125,140,0.3399816000000001,16.54545454545454,0.7252747252747254,9.8,5.46,838.8,0.4599816,71.7,0.1199999999999999,Fe,BDC,ДМФА,0.808,0.498,140,140,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.002,0.0030365853658536,0.6586343212529545,29.7029702602686,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.511499536,0.0116833571769054,2467.1923349169697,0.3299999999800551,4579.848,0.2465800615384616,9.049067767110952,-5.46000000027393,1.229766422359181e-05
126,MOF#126,140,0.26920992,17.84848484848485,0.6723259762308998,7.76,5.89,574.8,0.33920992,49.0,0.07,Fe,BDC,ДМФА,0.808,0.498,140,140,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.002,0.0030365853658536,0.6586343212529545,29.7029702602686,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,1.9979464288,0.0135003479470885,2135.136765632051,0.3299999999815109,3385.572,0.1809968222750424,10.763184207018154,-5.890000000230305,1.056762337154682e-05
128,MOF#128,140,0.5065032,14.6969696969697,0.8164948453608248,14.6,4.85,1215.2,1.1765032,120.8,0.6699999999999999,Fe,BDC,ДМФА,0.809,0.499,140,140,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020024752475247,0.0030426829268292,0.6581279211644897,29.66625459868201,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,5.706040519999999,0.01201448321263,2399.195104000932,0.3299999999775462,5893.719999999999,0.413557251958763,7.075066361579935,-4.850000000350359,1.5585632767265926e-05
132,MOF#132,130,0.22341648,18.48484848484848,0.6491803278688525,6.44,6.1,535.4,0.35341648,43.7,0.13,Fe,BDC,ДМФА,0.807,0.499,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0019975247524752,0.0030426829268292,0.6565009052901646,29.7397769148206,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.155840528,0.0120283899887709,2396.4212380553963,0.3299999999821476,3265.94,0.1450375837377049,11.714755491419751,-6.1000000002115975,9.85254089674936e-06
133,MOF#133,130,0.8468317200000001,13.39393939393939,0.8959276018099548,24.41,4.42,2335.8,1.29683172,89.6,0.4499999999999998,Fe,BDC,ДМФА,0.805,0.499,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0019925742574257,0.0030426829268292,0.6548738894158396,29.813664559237683,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,5.7319962024,0.0104503810257682,2758.281181580821,0.3299999999753621,10324.236,0.7586999120361991,5.948309880360294,-4.420000000416727,1.876563987060042e-05
134,MOF#134,130,0.75940788,14.12121212121212,0.8497854077253219,21.89,4.66,1987.6,1.12940788,80.9,0.37,Fe,BDC,ДМФА,0.805,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0019925742574257,0.0030365853658536,0.6561888967928569,29.813664559237683,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,5.2630407208,0.011013282350568,2617.3023084547103,0.3299999999766309,9262.216,0.6453337349356223,6.553029238468557,-4.660000000378271,1.6882473740905454e-05
135,MOF#135,130,0.91968492,13.21212121212121,0.908256880733945,26.51,4.36,2555.6,1.46968492,104.4,0.5499999999999999,Fe,BDC,ДМФА,0.8087,0.499,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020017326732673,0.0030426829268292,0.6578838687833409,29.67725976298101,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,6.4078262512,0.0103732978556854,2778.777754908955,0.329999999975023,11142.416,0.8353101566972477,5.80605913894931,-4.360000000426937,1.9285679170944984e-05
136,MOF#136,130,0.54882744,15.45454545454545,0.7764705882352941,15.82,5.1,1416.5,0.77882744,32.5,0.23,Fe,BDC,ДМФА,0.809,0.499,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020024752475247,0.0030426829268292,0.6581279211644897,29.66625459868201,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.972019944,0.0111683727497273,2580.95695328033,0.3299999999786471,7224.15,0.4261483651764706,7.8258417195697,-5.100000000316747,1.4095080613918498e-05
137,MOF#137,130,0.38646888,15.78787878787879,0.7600767754318618,11.14,5.21,1014.1,0.61646888,58.4,0.23,Fe,BDC,ДМФА,0.8092,0.5,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020029702970297,0.0030487804878048,0.6569740419382568,29.658922355834253,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.2118028648,0.0109851099496982,2624.0146357346684,0.3299999999790978,5283.461,0.2937460201151631,8.180941712971956,-5.210000000302999,1.350617801909156e-05
138,MOF#138,130,0.29731044,14.54545454545454,0.8250000000000001,8.57,4.8,791.0,0.50731044,57.0,0.21,Fe,BDC,ДМФА,0.8083,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020007425742574,0.0030365853658536,0.6588788636989642,29.691946022897508,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.435090112,0.0108343868520722,2660.5187404097924,0.3299999999773126,3796.8,0.245281113,6.933785610042104,-4.800000000357499,1.5912024599306034e-05
139,MOF#139,130,0.5595819599999999,14.78787878787879,0.8114754098360656,16.13,4.88,1428.5,0.8195819599999999,65.6,0.26,Fe,BDC,ДМФА,0.8076,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.00199900990099,0.0030365853658536,0.6583082646582747,29.71768198400485,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.9995599648,0.011291564578221,2552.798516676988,0.3299999999776843,6971.08,0.4540870003278688,7.16121285844565,-4.880000000346145,1.539459515116961e-05
142,MOF#142,130,0.2185596,15.24242424242424,0.7872763419483102,6.3,5.03,570.0,0.3885596,33.3,0.17,Fe,BDC,ДМФА,0.808,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.002,0.0030365853658536,0.6586343212529545,29.7029702602686,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,1.954454788,0.0110526315789279,2607.984263294844,0.3299999999783499,2867.1000000000004,0.1720668023856859,7.607937008118169,-5.03000000032582,1.4490118800833888e-05
143,MOF#143,130,0.38057124,15.06060606060606,0.7967806841046279,10.97,4.97,951.7,0.53057124,31.49,0.15,Fe,BDC,ДМФА,0.8075,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0019987623762376,0.0030365853658536,0.6582267505096049,29.721362192295526,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.6369390628,0.0115267416202463,2500.7144457350105,0.3299999999780885,4729.949,0.3032318129577465,7.425997145908546,-4.970000000333803,1.4842092667393347e-05
144,MOF#144,130,0.6386797200000001,14.27272727272727,0.8407643312101911,18.41,4.71,1699.7,0.90867972,48.4,0.27,Fe,BDC,ДМФА,0.8094,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020034653465346,0.0030365853658536,0.6597755193343334,29.651593736531265,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,4.2798814812,0.0108313231746715,2661.27128216742,0.329999999976879,8005.587,0.5369791276433121,6.686551811522932,-4.710000000370717,1.6525937350084438e-05
144,MOF-144,200,0.161005572,20.46666666666667,0.5863192182410424,4.641,6.754,384.126,0.231005572,36.61,0.0699999999999999,Fe,BDC,ДМФА,0.8094,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020034653465346,0.0030365853658536,0.6597755193343334,29.651593736531265,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,1.5602116332879998,0.0120819731025442,2385.79319238844,0.3299999999838762,2594.387004,0.0944006611074918,15.251601410099395,-6.754000000162528,8.036848907269799e-06
148,MOF#148,130,0.4787496000000001,14.21212121212121,0.8443496801705757,13.8,4.69,1285.2,0.6587496,14.688,0.1799999999999999,Fe,BDC,ДМФА,1.6167,0.993,130,130,48.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0040017326732673,0.0060548780487804,0.6609104229874442,29.69010946391408,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.0895356240000003,0.0107376283846788,2684.4930989300183,0.3299999999767805,6027.588000000001,0.4042320716417911,6.632819375253452,-4.690000000373721,1.6667184035715766e-05
149,MOF#149,130,0.8280980400000001,13.39393939393939,0.8959276018099548,23.87,4.42,2240.1,1.29809804,110.2,0.4699999999999999,Fe,BDC,ДМФА,0.8089,0.4985,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020022277227722,0.0030396341463414,0.6587065968039549,29.6699220797751,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,5.7375933368,0.0106557742957856,2705.114478105618,0.3299999999753621,9901.242,0.7419158910407241,5.948309880360294,-4.420000000416727,1.876563987060042e-05
150,MOF#150,130,0.83677104,9.515151515151516,1.261146496815287,24.12,3.14,1700.2,0.93677104,0.0,0.0999999999999999,Fe,BDC,ДМФА,0.8081,0.499,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020002475247524,0.0030426829268292,0.6573957640210435,29.69929460500025,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.9414610656,0.0141865662863109,2031.8580790847425,0.3299999999653185,5338.628000000001,1.0552908657324844,3.549235440141536,-3.140000000698409,3.71833590376821e-05
153,MOF#153^^,130,0.123,24.0,0.494,3.545,8.167,313.231,0.196,11.784,0.073,Fe,BDC,ДМФА,0.808,0.4985,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.002,0.0030396341463414,0.6579737053005262,29.7029702602686,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,1.600732,0.0113175260430438,2546.593475230947,0.3402916666524878,2558.157577,0.060762,26.96969971715048,-8.167000000091912,5.496456624808987e-06
154,MOF#154,130,0.7935795,13.54545454545454,0.8859060402684565,22.875,4.47,2086.6,1.2035795,90.6,0.41,Fe,BDC,ДМФА,0.803,0.4947,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0019876237623762,0.0030164634146341,0.6589249827491527,29.88792026165888,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,5.380000365,0.0109628103134232,2629.352191394369,0.3299999999756377,9327.102,0.7030368724832216,6.069510871786982,-4.470000000408405,1.8348174845377324e-05
155,MOF#155,130,0.7580202,14.54545454545454,0.8250000000000001,21.85,4.8,2001.7,1.0780202,31.4,0.3200000000000001,Fe,BDC,ДМФА,0.8084,0.4983,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020009900990099,0.0030384146341463,0.6585636528861825,29.688273095388084,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,5.17449696,0.0109157216366034,2640.694795942516,0.3299999999773126,9608.16,0.625366665,6.933785610042104,-4.800000000357499,1.5912024599306034e-05
156,MOF#156,130,0.51205392,16.21212121212121,0.7401869158878506,14.76,5.35,1331.2,0.76205392,37.613,0.25,Fe,BDC,ДМФА,0.805,0.494,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0019925742574257,0.0030121951219512,0.6615021654483131,29.813664559237683,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,4.076988472,0.011087740384607,2599.726211255787,0.3299999999796448,7121.92,0.3790156118130842,8.656286102464387,-5.350000000286361,1.2808561333497312e-05
158,MOF#158,130,0.75906096,13.66666666666667,0.8780487804878049,21.88,4.51,1972.3,1.06906096,46.0,0.3100000000000001,Fe,BDC,ДМФА,0.8082,0.499,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020004950495049,0.0030426829268292,0.6574771148147597,29.69561985932242,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,4.8214649296,0.0110936470110981,2598.3420322415977,0.3299999999758535,8895.072999999999,0.6664925502439024,6.168247344085059,-4.510000000401867,1.8024151639765847e-05
159,MOF#159,130,0.971376,13.09090909090909,0.9166666666666666,28.0,4.32,2746.2,1.451376,60.25,0.48,Fe,BDC,ДМФА,0.8073,0.4986,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0019982673267326,0.003040243902439,0.657271828703527,29.728725344074416,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,6.2699443200000005,0.0101959070715861,2827.1235826012544,0.3299999999747917,11863.584,0.890428,5.713120291760637,-4.3200000004338825,1.964447481395716e-05
160,MOF#160,130,0.30043272,14.24242424242424,0.8425531914893617,8.66,4.7,798.7,0.43043272,0.0,0.13,Fe,BDC,ДМФА,0.8073,0.4986,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0019982673267326,0.003040243902439,0.657271828703527,29.728725344074416,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.023033784,0.0108426192562778,2658.4987059382256,0.3299999999768298,3753.89,0.2531305470638297,6.659631401894956,-4.700000000372216,1.6596335299592936e-05
160,MOF-160,140,0.836701656,9.515151515151516,1.261146496815287,24.118,3.14,1700.211,0.935701656,22.716,0.0989999999999999,Fe,BDC,ДМФА,0.8073,0.4986,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0019982673267326,0.003040243902439,0.657271828703527,29.728725344074416,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.93810319984,0.0141852981776884,2032.039719027352,0.3299999999653185,5338.66254,1.0552033623439494,3.549235440141536,-3.140000000698409,3.71833590376821e-05
161,MOF#161,130,0.58907016,14.03030303030303,0.8552915766738661,16.98,4.63,1541.3,0.7890701600000001,15.7,0.2000000000000001,Fe,BDC,ДМФА,0.8085,0.4997,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020012376237623,0.0030469512195121,0.6567998050467515,29.684601076456897,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.6533948408,0.0110166742360273,2616.49647536637,0.3299999999764795,7136.219,0.5038267459179266,6.474198944786267,-4.630000000382877,1.710196188665365e-05
162,MOF#162,130,0.25047624,16.21212121212121,0.7401869158878506,7.22,5.35,647.3,0.35047624,0.0,0.0999999999999999,Fe,BDC,ДМФА,0.808,0.4987,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.002,0.0030408536585365,0.6577098298287306,29.7029702602686,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,1.875047884,0.0111540244090666,2584.2770452627474,0.3299999999796448,3463.0549999999994,0.185399235588785,8.656286102464387,-5.350000000286361,1.2808561333497312e-05
163,MOF#163,130,0.4735458,14.81818181818182,0.8098159509202455,13.65,4.89,1235.0,0.6235458,0.0,0.15,Fe,BDC,ДМФА,0.8081,0.499,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020002475247524,0.0030426829268292,0.6573957640210435,29.69929460500025,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.049138962,0.0110526315789384,2607.9842697200897,0.32999999997773,6039.15,0.3834849423312884,7.190160824473865,-4.890000000344752,1.533169595175722e-05
164,MOF#164(Al),130,0.35247072,15.90909090909091,0.7542857142857143,10.16,5.25,945.2,0.5324707200000001,7.15,0.18,Al,BTC,ДМФА,1.1253,0.6303,130,130,24.0,1,6,1,0,9,6,0,207.117,-3.2229,120.39,6,0,375,207,0.0030008,0.0030449275362318,0.9855075297476462,21.327645942124192,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,2.79547128,0.0107490478205557,2681.641179495304,0.3299999999792571,4962.3,0.2658636288,8.314026131449525,-5.25000000029815,1.3301153624236706e-05
165,MOF#165,130,0.30633036,14.60606060606061,0.8215767634854773,8.83,4.82,814.2,0.45633036,20.748,0.15,Fe,BDC,ДМФА,0.8087,0.4985,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020017326732673,0.0030396341463414,0.6585437320254154,29.67725976298101,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.1995123352,0.0108450012281861,2657.9147993756974,0.3299999999774065,3924.444,0.2516739057261411,6.989956172260015,-4.820000000354626,1.578024856528003e-05
168,MOF#168(Fe),130,0.2896782,15.18181818181818,0.7904191616766468,8.35,5.01,807.3,0.4496782,24.5,0.16,Fe,BDC,ДМФА,0.808,0.4986,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.002,0.003040243902439,0.6578417411029973,29.7029702602686,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.252887782,0.0103431190387584,2786.885575832473,0.3299999999782635,4044.573,0.2289672,7.546800416051915,-5.010000000328459,1.460603928940592e-05
170,MOF#170,130,0.61092612,14.90909090909091,0.8048780487804879,17.61,4.92,1598.2,0.90092612,50.0,0.29,Fe,BDC,ДМФА,0.8081,0.4987,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020002475247524,0.0030408536585365,0.6577912295601451,29.69929460500025,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,4.4325565104,0.0110186459767169,2616.028264406132,0.3299999999778658,7863.144,0.4917210234146342,7.277708719472153,-4.920000000340604,1.5145294086192696e-05
172,MOF#172,130,0.54154212,13.87878787878788,0.8646288209606987,15.61,4.58,1495.9,0.78154212,17.02,0.24,Fe,BDC,ДМФА,0.8087,0.498,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.0020017326732673,0.0030365853658536,0.659204920293644,29.67725976298101,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,3.5794629096,0.0104351895180089,2762.296674610838,0.3299999999762226,6851.222000000001,0.4682329247161572,6.344916808650857,-4.580000000390678,1.747740540645696e-05
173,MOF#173(Fe),130,0.42220164,14.45454545454545,0.8301886792452831,12.17,4.77,1229.2,0.61220164,7.31,0.19,Fe,BDC,ДМФА,0.808,0.4994,130,130,24.0,1,4,1,0,8,4,0,164.11599999999996,-1.5864000000000005,80.25999999999999,4,0,404,164,0.002,0.0030451219512195,0.6567879300896665,29.7029702602686,55.845,0.8525,1.83,73.095,-0.2956000000000001,0.0,1.0,2.9202018228,0.0099007484542711,2911.4050743350854,0.3299999999771699,5863.284,0.3505070218867924,6.850374971072118,-4.770000000361852,1.611280525858287e-05
