№ Образца,Адсорбент,"Tрег, ᵒС","W0, см3/г","E0, кДж/моль","х0, нм","а0, ммоль/г","E, кДж/моль","SБЭТ, м2/г","Ws, см3/г","Sme, м2/г","Wme, см3/г",Металл,Лиганд,Растворитель,"m (соли), г","m(кис-ты), г","Т.син., °С","Т суш., °С","Vсин. (р-ля), мл",Mix_solv_ratio,carboxyl_groups (ligand),aromatic_rings (ligand),amino_groups (ligand),carbon_atoms (ligand),oxygen_atoms (ligand),nitrogen_atoms (ligand),molecular_weight (ligand),logP (ligand),TPSA (ligand),h_bond_acceptors (ligand),h_bond_donors (ligand),Молярка_соли,Молярка_кислоты,n_соли,n_кислоты,n_ratio,Vsyn_m,Total molecular weight (metal),Average ionic radius (metal),Average electronegativity (metal),Solvent_MolWt,Solvent_LogP,Solvent_NumHDonors,Solvent_NumHAcceptors,Adsorption_Potential,Capacity_Density,SurfaceArea_MicroVol_Ratio,Adsorption_Energy_Ratio,S_BET_E,x0_W0,K_equilibrium,Delta_G,B_micropore
4,MOF#4,120,0.20051976,30.0,0.4,5.78,9.9,470.0,0.21051976,33.7,0.01,Cu,BTC,ДМФА,1.485,0.5025,120,25,48.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,242,207,0.006136363636363637,0.0024275362318840576,2.527814426805347,32.323232301465836,63.546,0.82,1.9,73.095,-0.2956000000000001,0.0,1.0,2.084145624,0.012297872340399366,2343.9086385106953,0.32999999998900004,4653.0,0.080207904,54.262708701619566,-9.900000000045683,3.740567766228852e-06
6,MOF#6,120,0.29002512,31.81818181818182,0.3771428571428572,8.36,10.5,625.4,0.29002512,0.0,0.0,Cu,BTC,ДМФА/Этанол/Вода,1.0042,0.4213,120,120,24.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,242,207,0.004149586776859504,0.0020352657004830917,2.0388417772838108,23.89962156552517,63.546,0.82,1.9,45.726333333333336,-0.37390000000000007,0.3333333333333333,0.6666666666666666,3.04526376,0.01336744483528403,2156.364930884728,0.32999999998962853,6566.7,0.10938090240000004,69.12303051442555,-10.500000000035861,3.3252884060598105e-06
7,MOF#7,120,0.30251424,29.39393939393939,0.4082474226804124,8.72,9.7,616.8,0.30251424,0.0,0.0,Cu,BTC,ДМФА/Этанол/Вода,1.0028,0.4276,120,120,24.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,242,207,0.004143801652892562,0.0020657004830917872,2.006002167694836,23.932987610756893,63.546,0.82,1.9,45.726333333333336,-0.37390000000000007,0.3333333333333333,0.6666666666666666,2.9343881279999997,0.014137483787266316,2038.9122771909435,0.3299999999887732,5982.959999999999,0.12350065880412373,50.05656402075994,-9.70000000004952,3.8964081918172846e-06
8,MOF#8,120,0.28482132,30.3030303030303,0.396,8.21,10.0,605.7,0.28482132,0.0,0.0,Cu,BTC,ДМФА/Этанол/Вода,1.5145,0.5753,120,120,36.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,242,207,0.0062582644628099175,0.002779227053140097,2.25179954402772,23.770221179418805,63.546,0.82,1.9,45.726333333333336,-0.37390000000000007,0.3333333333333333,0.6666666666666666,2.8482132,0.013554564966132485,2126.5964144587338,0.32999999998911,6057.0,0.11278924272,56.496518508537534,-10.000000000043876,3.6661304676809057e-06
11,MOF#11,130,0.30771804,30.0,0.4,8.87,9.9,654.8,0.30771804,0.0,0.0,Cu,BTC,ДМФА/Этанол/Вода,2.0084,0.8426,130,130,48.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,242,207,0.008299173553719008,0.0040705314009661835,2.0388422781622157,23.899621577425005,63.546,0.82,1.9,45.726333333333336,-0.37390000000000007,0.3333333333333333,0.6666666666666666,3.0464085960000005,0.01354612095294205,2127.922034964469,0.32999999998900004,6482.5199999999995,0.12308721600000001,54.262708701619566,-9.900000000045683,3.740567766228852e-06
13,MOF#13,120,0.0034692,9.999999999999998,1.2,0.1,3.3,166.8,0.0334692,0.0,0.03,Cu,BTC,ДМФА/Этанол,2.008,0.843,120,120,48.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,242,207,0.008297520661157024,0.004072463768115942,2.03746898588781,23.904382458214947,63.546,0.82,1.9,59.582,-0.14850000000000005,0.5,1.0,0.11044835999999998,0.0005995203836894514,48080.2351896013,0.329999999967,550.44,0.00416304,3.785882722143809,-3.300000000654753,3.366510989604607e-05
17,MOF#17,130,0.450996,14.84848484848485,0.8081632653061224,13.0,4.9,1054.4,0.620996,140.1,0.17,Al,BTC,ДМФА,1.074,0.492,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023768115942028986,1.2049751027848654,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,3.0428804,0.012329286798167366,2337.936473188373,0.3299999999777755,5166.56,0.3644784,7.219225807654587,-4.900000000343364,1.5269181456393764e-05
18,MOF#18,130,0.5862948,14.18181818181818,0.8461538461538463,16.9,4.68,1471.6,1.5662948,483.9,0.98,Al,BTC,ДМФА/Этанол,1.428,0.653,130,130,37.2,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0038079999999999998,0.0031545893719806765,1.207129785794999,26.05042014982464,26.9815386,0.675,1.61,59.582,-0.14850000000000005,0.5,1.0,7.330259664,0.011484098939921524,2510.0000844114597,0.3299999999767308,6887.087999999999,0.4960956000000001,6.606115295242808,-4.68000000037523,1.6738487415443386e-05
19,MOF#19,130,0.5533374,15.0,0.8,15.95,4.95,1319.0,0.9133374,266.5,0.36,Al,BTC,ДМФА,1.074,0.492,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023768115942028986,1.2049751027848654,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,4.52102013,0.012092494313864978,2383.717416564076,0.329999999978,6529.05,0.44266992,7.366322603689005,-4.950000000336507,1.4962271064912387e-05
20,MOF#20,130,0.52419612,15.15151515151515,0.792,15.11,5.0,1234.0,0.89419612,280.4,0.37,Al,BTC,ДМФА,1.074,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,4.4709806,0.01224473257697549,2354.080754443431,0.32999999997822,6170.0,0.41516332704000003,7.51641660025158,-5.000000000329787,1.466452187072069e-05
21,MOF#21,130,0.52280844,14.93939393939394,0.8032454361054767,15.07,4.93,1240.6,0.87280844,281.9,0.35,Al,BTC,ДМФА,1.074,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,4.3029456092,0.012147348057381794,2372.9532706607542,0.32999999997791074,6116.157999999999,0.419943493387424,7.307127599896306,-4.930000000339232,1.5083915044621258e-05
23,MOF#23,130,0.589764,14.63636363636364,0.8198757763975155,17.0,4.83,1421.9,1.169764,435.7,0.5800000000000001,Al,BTC,ДМФА,1.074,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,5.64996012,0.011955833743574121,2410.9643816662865,0.32999999997745333,6867.777000000001,0.4835332173913043,7.018211862715392,-4.830000000353198,1.5714973563606173e-05
26,MOF#26,130,0.58560096,15.36363636363636,0.7810650887573964,16.88,5.07,1621.7,1.78560096,430.5,1.2,Al,BTC,ДМФА,1.074,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,9.052996867200001,0.01040883023986532,2769.291903535657,0.3299999999785208,8222.019,0.45739246579881654,7.731700006078894,-5.070000000320604,1.4262379809609033e-05
27,MOF#27,130,0.5748464400000001,14.66666666666667,0.8181818181818182,16.57,4.84,1388.2,1.14484644,395.6,0.57,Al,BTC,ДМФА,1.074,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,5.5410567696,0.011936320414917205,2414.9057922061656,0.3299999999774999,6718.888,0.47032890545454553,7.046581771918845,-4.840000000351776,1.5650102740933522e-05
29,MOF#29,130,0.56617344,15.57575757575757,0.7704280155642024,16.32,5.14,1544.1,1.22617344,470.2,0.6599999999999999,Al,BTC,ДМФА,1.074,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,6.302531481599999,0.01056926364872057,2727.2561518829702,0.3299999999788133,7936.673999999999,0.43619587984435804,7.953149507705505,-5.140000000311677,1.3876555540887117e-05
30,MOF#30,130,0.56617344,15.45454545454545,0.7764705882352941,16.32,5.1,1533.5,1.21617344,448.7,0.6499999999999999,Al,BTC,ДМФА,1.074,0.492,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023768115942028986,1.2049751027848654,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,6.202484543999999,0.010642321486787974,2708.533973779247,0.32999999997864715,7820.849999999999,0.439617024,7.8258417195697,-5.100000000316747,1.4095080613918498e-05
31,MOF#31,130,0.56478576,15.60606060606061,0.7689320388349515,16.28,5.15,1467.1,1.21478576,433.3,0.65,Al,BTC,ДМФА,1.074,0.492,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023768115942028986,1.2049751027848654,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,6.256146664000001,0.011096721423208306,2597.6221450809558,0.32999999997885426,7555.565,0.4342818659417476,7.985298740847609,-5.150000000310422,1.3822718324743953e-05
32,MOF#32,130,0.55715352,15.60606060606061,0.7689320388349515,16.06,5.15,1507.3,1.07715352,378.6,0.52,Al,BTC,ДМФА,1.075,0.492,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028666666666666667,0.0023768115942028986,1.2060970535323372,26.04651160367766,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,5.547340628000001,0.010654813242214121,2705.3584751553603,0.32999999997885426,7762.595,0.4284131920776699,7.985298740847609,-5.150000000310422,1.3822718324743953e-05
33,MOF#33,130,0.58074408,15.39393939393939,0.7795275590551182,16.74,5.08,1659.3,1.45074408,529.0,0.87,Al,BTC,ДМФА,1.074,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,7.3697799264,0.010088591574754361,2857.19657640385,0.3299999999785631,8429.244,0.45270601511811026,7.76295406786151,-5.0800000003193135,1.4206283974828708e-05
34,MOF#34,130,0.53009376,16.03030303030303,0.7485822306238185,15.28,5.29,1405.9,0.93009376,283.0,0.4,Al,BTC,ДМФА,1.074,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,4.9201959904,0.010868482822383618,2652.172320134136,0.329999999979414,7437.211,0.39681876930056703,8.449275516145274,-5.290000000293377,1.3100762460398056e-05
35,MOF#35,130,0.54431748,15.63636363636364,0.7674418604651163,15.69,5.16,1469.6,1.10431748,403.7,0.5599999999999999,Al,BTC,ДМФА,1.074,0.493,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.002381642512077295,1.2025309352456317,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,5.6982781968,0.01067637452367265,2699.894916658023,0.3299999999788953,7583.1359999999995,0.41773201953488376,8.017577931711568,-5.160000000309173,1.3769193812271716e-05
37,MOF#37,130,0.5599288800000001,14.78787878787879,0.8114754098360656,16.14,4.88,1307.9,0.91992888,279.9,0.36,Al,BTC,ДМФА,1.074,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,4.4892529344,0.012340392996397017,2335.8323608244095,0.32999999997768437,6382.552000000001,0.45436851737704925,7.16121285844565,-4.880000000346145,1.539459515116961e-05
38,MOF#38,130,0.55090896,15.36363636363636,0.7810650887573964,15.88,5.07,1312.2,1.00090896,335.6,0.4500000000000001,Al,BTC,ДМФА,1.075,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028666666666666667,0.0023719806763285024,1.208553461974406,26.04651160367766,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,5.0746084272,0.012101813747895061,2381.8817497869672,0.3299999999785208,6652.854,0.43029575573964496,7.731700006078894,-5.070000000320604,1.4262379809609033e-05
39,MOF#39,130,0.5651326799999999,14.90909090909091,0.8048780487804879,16.29,4.92,1312.0,0.8951326799999999,253.7,0.33,Al,BTC,ДМФА,1.075,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028666666666666667,0.0023719806763285024,1.208553461974406,26.04651160367766,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,4.404052785599999,0.012416158536575902,2321.578709053636,0.32999999997786583,6455.04,0.4548628887804878,7.277708719472153,-4.920000000340604,1.5145294086192696e-05
40,MOF#40,130,0.59462088,15.09090909090909,0.7951807228915663,17.14,4.98,1441.8,1.29462088,365.0,0.7000000000000001,Al,BTC,ДМФА,1.074,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,6.447211982400001,0.011887917880419,2424.73825940196,0.32999999997813256,7180.164000000001,0.47283106120481927,7.456015456682801,-4.980000000332459,1.4782545715714933e-05
41,"MOF#MIX1(41,52,53,58,59)",130,0.49921788,16.06060606060606,0.7471698113207548,14.39,5.3,1325.1,0.84921788,236.7,0.35,Al,BTC,ДМФА,1.074,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,4.500854764,0.01085955776921677,2654.3520383237233,0.32999999997945284,7023.029999999999,0.3730005292075472,8.483430252980941,-5.300000000292195,1.305137225945267e-05
42,MOF#42,130,0.5561127600000001,15.42424242424242,0.7779960707269156,16.03,5.09,1310.4,0.95611276,306.0,0.4,Al,BTC,ДМФА,1.074,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,4.8666139483999995,0.012232905982896648,2356.3566454465877,0.3299999999786052,6669.936000000001,0.4326535421611003,7.794334468790386,-5.090000000318028,1.4150518438944573e-05
43,MOF#43,130,0.589764,15.21212121212121,0.7888446215139444,17.0,5.02,1412.6,1.039764,345.5,0.45,Al,BTC,ДМФА,1.075,0.492,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028666666666666667,0.0023768115942028986,1.2060970535323372,26.04651160367766,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,5.219615279999999,0.012034546226807281,2395.1953622208284,0.3299999999783068,7091.251999999999,0.46523215936254986,7.577307053179443,-5.020000000327137,1.4547905857368052e-05
45,MOF#45,130,0.51205392,15.87878787878788,0.7557251908396947,14.76,5.24,1362.6,0.91205392,288.4,0.4,Al,BTC,ДМФА,1.074,0.492,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023768115942028986,1.2049751027848654,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,4.7791625408,0.01083223249668954,2661.0478781979677,0.32999999997921753,7140.023999999999,0.3869720464122138,8.280553424525959,-5.240000000299354,1.3351969828682186e-05
46,MOF#46,130,0.52107384,15.42424242424242,0.7779960707269156,15.02,5.09,1255.1,0.86107384,247.6,0.34,Al,BTC,ДМФА,1.074,0.492,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023768115942028986,1.2049751027848654,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,4.3828658456,0.011967173930354581,2408.679732590913,0.3299999999786052,6388.458999999999,0.4053934000785855,7.794334468790386,-5.090000000318028,1.4150518438944573e-05
47,MOF#47,130,0.58872324,14.75757575757576,0.813141683778234,16.97,4.87,1421.2,1.26872324,429.8,0.6799999999999999,Al,BTC,ДМФА,1.074,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,6.1786821788,0.01194061356599216,2414.0375324506686,0.32999999997763857,6921.244000000001,0.47871540665297735,7.132381438452722,-4.870000000347544,1.5457882217659702e-05
49,MOF#49,130,0.30390192,15.78787878787879,0.7600767754318618,8.76,5.21,683.6,0.42390192,73.8,0.12,Al,BTC,ДМФА/Этанол/Вода,1.074,0.492,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023768115942028986,1.2049751027848654,26.07076347665664,26.9815386,0.675,1.61,45.726333333333336,-0.37390000000000007,0.3333333333333333,0.6666666666666666,2.2085290032,0.012814511410162646,2249.4099338055844,0.32999999997909785,3561.556,0.23098879140115164,8.180941712971956,-5.210000000302999,1.350617801909156e-05
50,MOF#50,130,0.10268832,26.03030303030303,0.4610011641443539,2.96,8.59,252.0,0.23268832,77.5,0.13,Cu,BTC,ДМФА/Этанол/Вода,0.97,0.492,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,242,207,0.004008264462809917,0.0023768115942028986,1.6864032412930527,28.865979351684558,63.546,0.82,1.9,45.726333333333336,-0.37390000000000007,0.3333333333333333,0.6666666666666666,1.9987926688,0.011746031745985135,2454.0278538588627,0.32999999998732243,2164.68,0.047339435064027935,31.98796619120711,-8.590000000077492,4.968457607230414e-06
51,MOF#51,130,0.1873368,16.96969696969697,0.7071428571428572,5.4,5.6,388.7,0.2073368,0.0,0.0199999999999999,Al,BTC,ДМФА/Этанол/Вода,1.074,0.492,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023768115942028986,1.2049751027848654,26.07076347665664,26.9815386,0.675,1.61,45.726333333333336,-0.37390000000000007,0.3333333333333333,0.6666666666666666,1.1610860799999998,0.013892462052961432,2074.872624733247,0.32999999998055357,2176.72,0.13247388000000002,9.574853641665284,-5.600000000258888,1.169046705255207e-05
54,MOF#54,130,0.56860188,15.27272727272727,0.7857142857142858,16.39,5.04,1378.3,1.14860188,413.0,0.58,Al,BTC,ДМФА,1.074,0.493,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.002381642512077295,1.2025309352456317,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,5.7889534752,0.011891460494803824,2424.01589944793,0.3299999999783929,6946.632,0.44675862000000005,7.638690779359038,-5.0400000003245085,1.4432675373520501e-05
55,MOF#55,130,0.56652036,15.27272727272727,0.7857142857142858,16.33,5.04,1373.0,0.96652036,303.0,0.4,Al,BTC,ДМФА,1.074,0.491,130,130,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,4.8712626144,0.011893663510552151,2423.566908656969,0.3299999999783929,6919.92,0.44512314000000003,7.638690779359038,-5.0400000003245085,1.4432675373520501e-05
62,MOF#Cu62,100,0.31014648,32.87878787878788,0.3649769585253457,8.94,10.85,631.2,0.31014648,0.0,0.0,Cu,BTC,ДМФА/Этанол/Вода,1.008,0.42,100,100,24.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,242,207,0.004165289256198347,0.002028985507246377,2.052891550201207,23.80952378590325,63.546,0.82,1.9,45.726333333333336,-0.37390000000000007,0.3333333333333333,0.6666666666666666,3.365089308,0.014163498098836875,2035.1673762824348,0.3299999999899631,6848.52,0.11319631896774195,79.60558338160978,-10.850000000031136,3.1142139078604033e-06
68,MOF#68,130,0.5169108,14.90909090909091,0.8048780487804879,14.9,4.92,1274.0,0.7469108,147.4,0.23,Al,BTC,ДМФА,1.074,0.491,130,100,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,3.6748011359999997,0.011695447409723943,2464.6418638096907,0.32999999997786583,6268.08,0.416050156097561,7.277708719472153,-4.920000000340604,1.5145294086192696e-05
68,MOF#68(200C),200,0.45168984,17.63636363636364,0.6804123711340206,13.02,5.82,1215.4,0.66168984,126.2,0.21,Al,BTC,ДМФА,1.074,0.491,130,100,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,3.8510348688000002,0.010712522626287054,2690.784449145935,0.3299999999812886,7073.628000000001,0.3073353550515464,10.46349139019756,-5.820000000236902,1.0823356088379858e-05
68,MOF#68(250C),250,0.48291264,17.60606060606061,0.6815834767641997,13.92,5.81,1282.4,0.6729126400000001,126.8,0.1900000000000001,Al,BTC,ДМФА,1.074,0.491,130,100,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,3.9096224384,0.010854647535861779,2655.5527669444464,0.3299999999812564,7450.744,0.32914527614457834,10.42136482297684,-5.810000000237859,1.0860645831954452e-05
68,MOF#68(300C),300,0.50234016,17.45454545454545,0.6875,14.48,5.76,1327.8,0.71234016,134.7,0.21,Al,BTC,ДМФА,1.074,0.491,130,100,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,4.1030793216,0.010905256815777298,2643.228837918854,0.3299999999810938,7648.128,0.34535886000000005,10.21326242803177,-5.760000000242706,1.1050017082852183e-05
68,MOF#68(350C),350,0.47666808,17.45454545454545,0.6875,13.74,5.76,1255.3,0.67666808,133.8,0.2,Al,BTC,ДМФА,1.074,0.491,130,100,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,3.8976081408,0.010945590695442568,2633.488689585657,0.3299999999810938,7230.527999999999,0.327709305,10.21326242803177,-5.760000000242706,1.1050017082852183e-05
68,MOF#68(400C),400,0.46244436,17.36363636363636,0.6910994764397906,13.33,5.73,1213.0,0.68244436,155.6,0.22,Al,BTC,ДМФА,1.074,0.491,130,100,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,3.9104061828,0.010989282769982697,2623.018253216412,0.3299999999809949,6950.490000000001,0.3195950550785341,10.090401008166626,-5.730000000245662,1.1166026965879832e-05
69,"MOF#MIX3(69,74,75,79,80)",130,0.39271344,15.36363636363636,0.7810650887573964,11.32,5.07,896.3,0.57271344,83.7,0.18,Al,BTC,ДМФА,1.074,0.491,130,100,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028640000000000002,0.0023719806763285024,1.2074292261958253,26.07076347665664,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,2.9036571408,0.012629699877259145,2282.325753143753,0.3299999999785208,4544.241,0.3067347578698225,7.731700006078894,-5.070000000320604,1.4262379809609033e-05
70,MOF#70,130,0.4614036,15.0,0.8,13.3,4.95,1130.4,0.6814036,149.3,0.22,Al,BTC,ДМФА,1.076,0.494,130,100,28.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0028693333333333335,0.0023864734299516906,1.202331479994704,26.02230480852945,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,3.3729478200000003,0.011765746638347695,2449.9158601061717,0.329999999978,5595.4800000000005,0.36912288000000004,7.366322603689005,-4.950000000336507,1.4962271064912387e-05
71,MOF#71-72,100,0.26227152,15.45454545454545,0.7764705882352941,7.56,5.1,584.6,0.37227152,55.9,0.11,Al,BTC,ДМФА,2.148,0.982,100,100,56.0,1,6,1,0,9,6,0,207.11699999999996,-3.2229,120.38999999999999,6,0,375,207,0.0057280000000000005,0.004743961352657005,1.2074294807149668,26.07076348879387,26.9815386,0.675,1.61,73.095,-0.2956000000000001,0.0,1.0,1.8985847519999999,0.012931919261011064,2228.987721469004,0.32999999997864715,2981.46,0.2036461214117647,7.8258417195697,-5.100000000316747,1.4095080613918498e-05
